resp_fMRI.keys, resp_fMRI.rt, construal_resp.keys, construal_resp.rt, resp_trial.keys, resp_trial.rt, instructionLoop.thisRepN, instructionLoop.thisTrialN, instructionLoop.thisN, instructionLoop.thisIndex, blocks.thisRepN, blocks.thisTrialN, blocks.thisN, blocks.thisIndex, Subject, Trial, SSonLorR, RT, startingK, endingK, TrialStart, ITI, choiceUp, choiceMade, TrialOver, SSamount, LLamount, Condition, Choice, SSdelay, LLdelay, salienceCondition, day, runid, TaskInterval, RewardTrialRanked, Construal_QuestionText, Construal_AnswerText, Construal_Condition, construal_trialUp, construal_trialComplete, trials_set1.thisRepN, trials_set1.thisTrialN, trials_set1.thisN, trials_set1.thisIndex, participant, session, run, k_val, designDir, total_time_limit, date, expName, frameRate
, , , , , , , , , , 0, -1, -1, 0, 2000, 28, 2, 0, 0.01778279410038923, 0.01778279410038923, , 2.95757742392, 193.638, 193.639, , 25, 30, 1, , 1, 12.446826503806978, 1, 1, 1, 1.96747530482, 34, Why use a remote?,  Watch television., 1, 193.635, 193.637, 0, 27, 27, 27, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 29, 2, 0, 0.01778279410038923, 0.01778279410038923, , 2.4401975206, 193.643, 193.644, , 25, 30, 1, , 6, 18.446826503806978, 1, 1, 1, 1.07762362835, 40, How to satisfy a need?,  Make a purchase., 6, 193.64000000000001, 193.64000000000001, 0, 28, 28, 28, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 30, 1, 0, 0.01778279410038923, 0.01778279410038923, , 2.07541150401, 193.652, 193.655, , 25, 30, 1, , 4, 16.046826503806976, 1, 1, 1, 2.89977372077, 4, How to express a talent?,  Entertain others., 6, 193.645, 193.648, 0, 29, 29, 29, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 31, 2, 0, 0.01778279410038923, 0.01778279410038923, , 1.65547106168, 193.657, 193.661, , 25, 30, 1, , 5, 17.24682650380699, 1, 1, 1, 2.90491499311, 57, How to open a browser?,  Click a mouse., 4, 193.656, 193.656, 0, 30, 30, 30, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 32, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.20153456362, 193.663, 193.664, , 25, 30, 1, , 3, 14.846826503806989, 1, 1, 1, 2.30738312596, 56, How to make a phone call?,  Dial numbers., 4, 193.661, 193.661, 0, 31, 31, 31, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 33, 2, 0, 0.01778279410038923, 0.01778279410038923, , 1.07715336233, 193.672, 193.674, , 25, 30, 1, , 5, 17.24682650380699, 1, 1, 1, 1.88368428635, 58, Why clip coupons?,  Save money., 2, 193.665, 193.671, 0, 32, 32, 32, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 34, 1, 0.005000000000023874, 0.01778279410038923, 0.01778279410038923, , 1.902036098, 193.681, 193.682, , 25, 30, 1, , 9, 22.046826503806976, 1, 1, 1, 1.14245816771, 49, Why open a browser?,  Write an email., 2, 193.675, 193.675, 0, 33, 33, 33, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 35, 2, 0.0010000000000047748, 0.01778279410038923, 0.01778279410038923, , 3.57480686703, 193.686, 193.688, , 25, 30, 1, , 3, 14.846826503806989, 1, 1, 1, 3.10716717018, 31, Why build muscles?,  Show humility., 3, 193.685, 193.685, 0, 34, 34, 34, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 36, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.74527248203, 193.689, 193.691, , 25, 30, 1, , 1, 12.446826503806978, 1, 1, 1, 1.4775185621, 5, Why gain knowledge?,  Improve oneself., 3, 193.688, 193.688, 0, 35, 35, 35, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 37, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.68454304779, 193.693, 193.695, , 25, 30, 1, , 4, 16.046826503806976, 1, 1, 1, 4.91978286587, 25, Why provide food?,  Help a person., 3, 193.691, 193.692, 0, 36, 36, 36, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 38, 2, 0, 0.01778279410038923, 0.01778279410038923, , 2.08917815069, 193.697, 193.698, , 25, 30, 1, , 8, 20.846826503806987, 1, 1, 1, 1.12802962431, 54, Why show competence?,  Pass the time., 3, 193.695, 193.696, 0, 37, 37, 37, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 39, 1, 0, 0.01778279410038923, 0.01778279410038923, , 2.8542756704, 193.7, 193.701, , 25, 30, 1, , 7, 19.646826503806977, 1, 1, 1, 1.40811786158, 37, How to avoid diseases?,  Kill germs., 5, 193.698, 193.699, 0, 38, 38, 38, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 40, 2, 0, 0.01778279410038923, 0.01778279410038923, , 2.4373137281, 193.704, 193.705, , 25, 30, 1, , 6, 18.446826503806978, 1, 1, 1, 1.21018674318, 16, How to provide food?,  Prepare meals., 5, 193.703, 193.703, 0, 39, 39, 39, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 41, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.03953366771, 193.708, 193.709, , 25, 30, 1, , 3, 14.846826503806989, 1, 1, 1, 1.90841479532, 59, Why go shopping?,  Make a purchase., 2, 193.707, 193.707, 0, 40, 40, 40, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 42, 2, 0.0009999999999763531, 0.01778279410038923, 0.01778279410038923, , 2.14024394299, 193.712, 193.713, , 25, 30, 1, , 8, 20.846826503806987, 1, 1, 1, 1.85273328791, 24, Why write a song?,  Seek advice., 2, 193.71, 193.711, 0, 41, 41, 41, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 43, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.5155090027, 193.716, 193.718, , 25, 30, 1, , 6, 18.446826503806978, 1, 1, 1, 1.38474010867, 33, Why use a brush?,  Paint a picture., 1, 193.714, 193.714, 0, 42, 42, 42, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 44, 2, 0.0010000000000047748, 0.01778279410038923, 0.01778279410038923, , 2.53654010349, 193.72, 193.722, , 25, 30, 1, , 9, 22.046826503806976, 1, 1, 1, 3.12261389386, 50, Why follow recipes?,  Prepare meals., 1, 193.718, 193.719, 0, 43, 43, 43, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 45, 2, 0, 0.01778279410038923, 0.01778279410038923, , 2.68819971102, 193.724, 193.725, , 25, 30, 1, , 4, 16.046826503806976, 1, 1, 1, 1.46861760972, 17, How to feel sociable?,  Hold a party., 6, 193.722, 193.723, 0, 44, 44, 44, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 46, 2, 0, 0.01778279410038923, 0.01778279410038923, , 1.31291611931, 193.728, 193.732, , 25, 30, 1, , 7, 19.646826503806977, 1, 1, 1, 1.99139253335, 29, How to show cleanliness?,  Write an email., 6, 193.727, 193.727, 0, 45, 45, 45, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 47, 1, 0, 0.01778279410038923, 0.01778279410038923, , 2.29387696997, 193.737, 193.741, , 25, 30, 1, , 5, 17.24682650380699, 1, 1, 1, 1.80338688034, 38, How to consume medicine?,  Take pills. , 4, 193.735, 193.735, 0, 46, 46, 46, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 48, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.49038831523, 193.744, 193.747, , 25, 30, 1, , 1, 12.446826503806978, 1, 1, 1, 1.02862906434, 39, How to dress formally?,  Wear ties. , 4, 193.742, 193.743, 0, 47, 47, 47, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 49, 2, 0.0010000000000047748, 0.01778279410038923, 0.01778279410038923, , 1.71358140518, 193.75300000000001, 193.755, , 25, 30, 1, , 7, 19.646826503806977, 1, 1, 1, 2.6513409533, 9, Why give to charity?,  Support a cause., 3, 193.748, 193.748, 0, 48, 48, 48, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 50, 2, 0.0010000000000047748, 0.01778279410038923, 0.01778279410038923, , 1.86789966369, 193.75900000000001, 193.76, , 25, 30, 1, , 6, 18.446826503806978, 1, 1, 1, 1.05310775405, 44, Why show appreciation?,  Spread joy., 3, 193.756, 193.757, 0, 49, 49, 49, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 51, 2, 0, 0.01778279410038923, 0.01778279410038923, , 3.9541802598, 193.762, 193.764, , 25, 30, 1, , 3, 14.846826503806989, 1, 1, 1, 1.88817616701, 1, How to show appreciation?,  Give applause., 5, 193.76, 193.761, 0, 50, 50, 50, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 52, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.60797874523, 193.767, 193.77, , 25, 30, 1, , 2, 13.646826503806977, 1, 1, 1, 3.33654899676, 21, How to express doubt?,  Use scissors., 5, 193.76500000000001, 193.76500000000001, 0, 51, 51, 51, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 53, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.64003449034, 193.773, 193.774, , 25, 30, 1, , 8, 20.846826503806987, 1, 1, 1, 1.7830036391, 15, How to paint a picture?,  Use a brush., 4, 193.772, 193.772, 0, 52, 52, 52, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 54, 1, 0, 0.01778279410038923, 0.01778279410038923, , 1.92598480374, 193.777, 193.779, , 25, 30, 1, , 9, 22.046826503806976, 1, 1, 1, 1.49163302789, 55, How to drink wine?,  Open a bottle. , 4, 193.775, 193.776, 0, 53, 53, 53, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
, , , , , , , , , , 0, -1, -1, 0, 2000, 55, 2, 0, 0.01778279410038923, 0.01778279410038923, , 1.18460529027, 193.782, 193.785, , 25, 30, 1, , 5, 17.24682650380699, 1, 1, 1, 1.65077873844, 26, Why clap hands?,  Give applause., 1, 193.779, 193.781, 0, 54, 54, 54, 2000, 1, 1, 0.01, fmri_v220180219183556, 200, Mon Feb 19 2018 18:43:24 GMT-0800 (PST), stroop, 60
